Община,Училище,БЕЛ 24,ДЗИ II 24,БЕЛ-УЧ. 24,ДЗИ II-УЧ. 24,БЕЛ 23,ДЗИ II 23,БЕЛ-УЧ. 23,ДЗИ II-УЧ. 23,БЕЛ 22,ДЗИ II 22,БЕЛ-УЧ. 22,ДЗИ II-УЧ. 22,БЕЛ 21,ДЗИ II 21,БЕЛ-УЧ. 21,ДЗИ II-УЧ. 21,БЕЛ 20,ДЗИ II 20,БЕЛ-УЧ. 20,ДЗИ II-УЧ. 20
ВАРНА,СУ Пейо Крачолов Яворов,3.24,2.969,25.0,31.0,2.98,2.402,21.0,20.0,3.18,2.911,28.0,28.0,3.7,4.24,22.0,22.0,3.79,3.5,11.0,11.0
ВАРНА,СУЕО Ал. С. Пушкин,5.02,5.144,106.0,108.0,4.54,5.051,102.0,102.0,4.61,4.825,105.0,104.0,4.91,5.0,128.0,128.0,4.66,4.73,120.0,120.0
ВАРНА,ЧПГ Антоан дьо Сент-Екзюпери,4.96,5.64,28.0,27.0,4.68,5.8,21.0,21.0,4.62,5.526,16.0,16.0,4.6,5.04,16.0,16.0,4.66,5.17,13.0,13.0
ВАРНА,ЧСУ Аз съм българче,3.88,4.66,1.0,2.0,4.21,3.951,6.0,6.0,,,,,,,,,,,,
ВАРНА,ЧОУ Демократично образование,5.26,4.5,1.0,1.0,,,,,,,,,,,,,,,,
ВАРНА,ЧЕГ Джордж Байрон,4.41,4.155,22.0,22.0,3.73,3.741,13.0,12.0,4.16,3.734,15.0,14.0,4.14,4.49,11.0,11.0,4.25,5.08,16.0,16.0
ВАРНА,ЧСУ Мария Монтесори,4.38,3.864,10.0,10.0,3.45,3.83,2.0,2.0,4.34,5.2,1.0,1.0,4.87,5.14,2.0,2.0,,,,
ВАРНА,ЧСУ Мечтатели,2.94,2.0,2.0,2.0,4.76,3.236,3.0,3.0,,,,,,,,,3.95,3.11,1.0,1.0
ВАРНА,Частна Търговска Гимназия Конто Трейд,4.56,5.14,3.0,3.0,4.04,5.53,5.0,5.0,4.14,4.71,6.0,5.0,4.18,4.32,5.0,5.0,3.98,4.34,6.0,7.0
БУРГАС,Английска ЕГ Гео Милев,5.06,5.066,156.0,157.0,4.62,4.696,153.0,154.0,4.92,5.107,161.0,161.0,4.97,5.43,165.0,165.0,5.06,5.32,163.0,163.0
БУРГАС,Вечерно СУ Захари Стоянов,3.12,3.488,36.0,22.0,2.73,2.88,42.0,38.0,2.66,3.342,19.0,15.0,3.28,3.49,47.0,46.0,3.37,3.44,37.0,37.0
БУРГАС,Немска езикова гимназия Гьоте,5.41,5.719,154.0,154.0,5.09,5.624,155.0,155.0,5.24,5.603,157.0,157.0,5.36,5.37,156.0,156.0,5.45,5.57,148.0,148.0
БУРГАС,НУМСИ Проф. Панчо Владигеров,4.58,4.95,51.0,52.0,4.28,4.63,49.0,49.0,4.34,5.06,58.0,58.0,4.49,4.54,51.0,31.0,4.65,4.78,49.0,18.0
БУРГАС,ПГ за романски езици,4.92,5.27,180.0,180.0,4.33,5.036,178.0,178.0,4.65,5.17,181.0,181.0,4.89,5.13,178.0,179.0,4.93,4.98,172.0,172.0
БУРГАС,ПГ за чужди езици Васил Левски,4.43,4.54,163.0,167.0,4.13,4.469,157.0,160.0,4.39,4.473,153.0,153.0,4.75,4.81,151.0,151.0,4.78,4.8,149.0,148.0
БУРГАС,ПГ по електротехника и електроника,3.78,3.593,129.0,131.0,3.07,3.301,115.0,127.0,3.47,3.38,101.0,101.0,3.71,4.29,72.0,62.0,3.72,4.0,64.0,57.0
БУРГАС,ПГ по комп. програмиране и иновации,4.86,4.787,92.0,95.0,4.5,4.379,89.0,88.0,,,,,,,,,,,,
БУРГАС,ПГ по морско корабоплаване и риболов,3.11,4.67,63.0,56.0,2.38,4.88,26.0,21.0,2.76,4.736,23.0,20.0,3.25,,23.0,,,3.53,,1.0
БУРГАС,ПГ по механоелектротехника и електроника,4.11,4.401,175.0,170.0,3.39,4.331,154.0,147.0,3.56,4.59,142.0,142.0,3.88,4.17,122.0,99.0,4.02,4.21,153.0,141.0
БУРГАС,ПГ по сградостроителство и инсталации,2.59,,9.0,,2.2,3.799,17.0,9.0,2.0,4.94,13.0,4.0,2.96,2.92,20.0,22.0,2.72,3.08,19.0,12.0
БУРГАС,"ПГ по строителство, архитектура и геодезия",4.35,3.644,155.0,165.0,3.94,3.648,137.0,142.0,3.99,4.09,142.0,135.0,4.16,4.23,154.0,148.0,4.19,4.18,142.0,142.0
БУРГАС,ПГ по транспорт,2.67,2.957,86.0,66.0,2.29,3.14,72.0,52.0,2.34,3.27,58.0,52.0,2.98,3.14,52.0,50.0,2.93,3.02,27.0,28.0
БУРГАС,ПГ по туризъм,3.77,4.923,190.0,178.0,3.34,4.941,181.0,168.0,3.39,4.798,182.0,177.0,3.99,4.4,148.0,42.0,3.88,4.11,218.0,80.0
БУРГАС,ПГ по химични технологии,3.57,4.173,133.0,117.0,2.93,4.56,109.0,84.0,3.06,4.12,112.0,109.0,3.68,3.7,125.0,60.0,3.9,3.89,101.0,58.0
БУРГАС,ППМГ Акад. Никола Обрешков,5.41,5.447,156.0,158.0,5.11,4.454,159.0,159.0,5.29,5.122,157.0,157.0,5.29,5.51,153.0,153.0,5.33,5.65,158.0,158.0
БУРГАС,Професионална техническа гимназия,2.57,3.446,17.0,12.0,2.2,4.19,19.0,15.0,2.54,3.77,27.0,22.0,3.15,3.67,18.0,1.0,3.06,2.82,24.0,4.0
БУРГАС,Спортно у-ще Юрий Гагарин,3.22,4.98,57.0,39.0,2.63,4.86,48.0,36.0,2.79,4.34,40.0,38.0,3.59,3.92,45.0,10.0,3.43,3.66,39.0,17.0
БУРГАС,СУ Добри Чинтулов,3.4,3.364,30.0,35.0,2.98,2.89,26.0,25.0,2.0,,2.0,,3.42,3.6,20.0,19.0,3.34,3.56,22.0,22.0
БУРГАС,СУ Еп. К. Преславски,4.05,4.182,27.0,28.0,3.32,3.202,22.0,23.0,3.62,3.53,28.0,26.0,3.99,4.05,56.0,57.0,3.72,4.12,23.0,21.0
БУРГАС,СУ Иван Вазов,3.25,2.66,28.0,23.0,2.99,4.106,27.0,25.0,2.0,,3.0,,3.21,3.38,16.0,17.0,3.5,3.79,20.0,19.0
БУРГАС,СУ Йордан Йовков,2.0,2.333,4.0,3.0,2.7,2.862,5.0,4.0,2.66,2.9,3.0,3.0,3.26,3.22,8.0,8.0,3.62,3.96,8.0,8.0
БУРГАС,СУ Св. Св. Кирил и Методий,3.87,4.042,85.0,85.0,3.36,3.59,67.0,69.0,3.56,3.679,74.0,72.0,3.74,4.35,88.0,90.0,3.79,3.95,43.0,43.0
БУРГАС,СУ Константин Петканов,3.9,4.27,22.0,19.0,2.58,2.904,13.0,13.0,,,,,2.84,2.31,1.0,1.0,3.4,3.43,18.0,20.0
БУРГАС,СУ Петко Росен,2.62,2.72,12.0,9.0,2.47,3.36,19.0,11.0,2.22,4.16,18.0,14.0,3.29,3.69,21.0,4.0,3.16,3.22,20.0,3.0
БУРГАС,Търговска гимназия,5.02,5.334,154.0,155.0,4.45,5.247,159.0,162.0,4.63,4.461,156.0,156.0,4.77,4.82,152.0,102.0,4.92,4.9,155.0,134.0
БУРГАС,ЧПГ Британика,3.67,3.457,6.0,7.0,4.04,4.03,12.0,12.0,4.16,4.5,4.0,4.0,4.88,4.28,3.0,4.0,4.68,4.66,8.0,8.0
БЛАГОЕВГРАД,ЕГ Акад. Людмил Стоянов,5.29,5.454,159.0,159.0,4.96,5.477,158.0,158.0,5.17,5.387,156.0,156.0,5.24,5.4,158.0,158.0,5.4,5.42,155.0,155.0
БЛАГОЕВГРАД,ПГ Ичко Бойчев,3.01,3.851,45.0,31.0,2.49,4.094,42.0,37.0,2.55,2.988,49.0,43.0,3.31,3.32,51.0,32.0,3.15,3.15,30.0,34.0
БЛАГОЕВГРАД,ПГ по икономика,4.46,5.64,101.0,101.0,4.01,5.729,106.0,106.0,4.01,5.58,103.0,102.0,4.46,4.56,130.0,47.0,4.46,4.16,116.0,38.0
БЛАГОЕВГРАД,"ПГ по строителство, архитектура и геодезия",3.87,4.85,82.0,78.0,3.34,4.94,81.0,74.0,3.31,4.835,53.0,53.0,3.84,4.01,75.0,67.0,3.74,3.87,70.0,64.0
БЛАГОЕВГРАД,ПГ по туризъм и лека промишленост,3.7,5.054,20.0,19.0,2.87,4.264,17.0,15.0,3.01,4.62,12.0,10.0,3.39,,30.0,,3.27,3.11,23.0,1.0
БЛАГОЕВГРАД,ПМГ Акад. Сергей Корольов,5.13,5.054,157.0,159.0,4.62,4.496,151.0,151.0,4.79,4.906,156.0,156.0,5.06,5.22,158.0,158.0,5.02,5.19,160.0,160.0
БЛАГОЕВГРАД,5 СУ Георги Измирлиев,3.46,4.396,28.0,28.0,3.17,2.851,27.0,28.0,3.21,3.141,18.0,18.0,3.6,3.87,20.0,20.0,3.48,3.83,22.0,21.0
БЛАГОЕВГРАД,СУ Иван Вазов,,,,,2.0,,1.0,,,,,,2.04,3.06,1.0,1.0,2.81,3.14,1.0,1.0
БЛАГОЕВГРАД,7 СУ Кузман Шапкарев,3.84,3.578,21.0,22.0,3.46,3.2,22.0,25.0,3.57,3.672,20.0,20.0,,2.44,,1.0,3.88,3.95,16.0,17.0
БЛАГОЕВГРАД,СУИЧЕ Св. Кл. Охридски,4.17,4.194,27.0,29.0,3.5,3.784,26.0,27.0,3.7,3.577,25.0,25.0,3.71,4.07,43.0,43.0,4.02,4.08,39.0,39.0
БЛАГОЕВГРАД,Национална хуманитарна гимназия,4.7,4.682,134.0,134.0,4.21,4.595,135.0,133.0,4.19,4.3,112.0,111.0,4.59,4.66,103.0,102.0,4.43,4.48,101.0,103.0
ВЕЛИКО ТЪРНОВО,ЕГ. Проф. д-р Асен Златаров,5.23,5.414,129.0,129.0,4.65,5.385,126.0,127.0,4.94,5.121,120.0,120.0,4.99,5.2,152.0,153.0,5.23,5.16,144.0,145.0
ВЕЛИКО ТЪРНОВО,ПГ по електроника,2.89,4.29,27.0,16.0,2.56,4.87,29.0,17.0,3.11,4.463,27.0,24.0,3.46,3.8,31.0,31.0,3.32,3.41,43.0,38.0
ВЕЛИКО ТЪРНОВО,Старопрестолна ПГ по икономика,4.29,4.7,69.0,69.0,3.66,4.58,65.0,64.0,3.96,4.81,50.0,49.0,3.99,4.66,43.0,16.0,4.39,4.36,53.0,23.0
ВЕЛИКО ТЪРНОВО,ПГ по моден дизайн,3.29,4.417,10.0,8.0,2.63,4.295,15.0,9.0,2.91,4.708,12.0,14.0,3.59,,6.0,,3.49,3.52,15.0,2.0
ВЕЛИКО ТЪРНОВО,ПГ по строителство архитектура и геодезия,4.42,4.249,98.0,96.0,3.87,4.031,91.0,89.0,4.07,4.329,77.0,76.0,4.06,4.56,86.0,19.0,4.15,4.06,100.0,61.0
ВЕЛИКО ТЪРНОВО,ПГ по туризъм,4.2,4.5,69.0,76.0,3.63,3.932,66.0,72.0,3.93,3.926,85.0,80.0,3.88,3.89,93.0,38.0,4.11,3.83,88.0,52.0
ВЕЛИКО ТЪРНОВО,ПМГ Васил Друмев,5.28,4.902,129.0,132.0,4.77,4.438,126.0,128.0,4.89,4.731,148.0,148.0,5.03,5.27,157.0,157.0,5.22,5.3,151.0,151.0
ВЕЛИКО ТЪРНОВО,Спортно училище Героги Живков,3.46,4.59,28.0,22.0,3.24,5.171,43.0,36.0,3.23,4.58,40.0,43.0,3.79,4.35,38.0,1.0,3.82,,31.0,
ВЕЛИКО ТЪРНОВО,СУ Вела Благоева,4.23,4.419,17.0,16.0,3.28,4.404,8.0,8.0,3.42,4.163,22.0,22.0,3.97,4.6,18.0,19.0,4.29,4.12,26.0,27.0
ВЕЛИКО ТЪРНОВО,СУ Владимир Комаров,3.54,5.21,9.0,6.0,3.25,5.38,3.0,3.0,,,,,3.14,3.24,1.0,3.0,3.62,3.51,11.0,11.0
ВЕЛИКО ТЪРНОВО,СУ Емилиян Станев,4.92,4.877,79.0,81.0,4.19,4.92,70.0,70.0,4.25,4.495,54.0,53.0,4.24,4.74,75.0,75.0,4.55,4.7,67.0,67.0
ВЕЛИКО ТЪРНОВО,Профилирана Хуманитарна гимназия,3.41,3.534,25.0,26.0,4.21,4.32,2.0,3.0,3.45,3.583,8.0,8.0,3.52,,12.0,,4.15,4.08,10.0,9.0
ВЕЛИКО ТЪРНОВО,ЧПГ АК-Аркус,5.22,5.334,56.0,57.0,4.75,4.861,55.0,56.0,4.95,5.021,39.0,39.0,5.25,5.34,23.0,23.0,5.49,5.53,27.0,27.0
ВИДИН,ГПЧЕ Йордан Радичков,4.91,4.789,81.0,83.0,4.62,4.807,82.0,82.0,4.57,4.518,98.0,98.0,4.75,5.28,85.0,85.0,5.07,5.13,97.0,97.0
ВИДИН,ПГ Проф. д-р Асен Златаров,4.17,4.48,56.0,53.0,3.62,5.083,84.0,86.0,3.92,4.395,54.0,54.0,4.22,3.99,76.0,58.0,4.3,4.18,88.0,66.0
ВИДИН,ПГТ Михалаки Георгиев,3.19,5.033,41.0,37.0,3.04,4.36,49.0,52.0,3.09,4.434,27.0,27.0,3.58,3.79,63.0,5.0,3.49,4.27,64.0,9.0
ВИДИН,ППМГ Екзарх Антим I,4.8,4.549,78.0,82.0,4.18,4.279,76.0,77.0,4.47,4.37,91.0,92.0,4.56,4.6,76.0,75.0,4.79,4.78,99.0,102.0
ВИДИН,ПТГ Васил Левски,2.28,4.18,9.0,5.0,2.15,4.01,23.0,15.0,2.25,3.69,13.0,13.0,3.2,,6.0,,2.97,2.53,14.0,1.0
ВИДИН,СУ Св. Св. Кирил и Методий,3.99,3.328,10.0,10.0,3.65,3.631,16.0,16.0,3.7,4.038,15.0,15.0,4.41,4.38,10.0,10.0,4.12,4.36,19.0,19.0
ВИДИН,СУ Петко Рачов Славейков,3.95,4.041,19.0,19.0,2.78,3.239,22.0,21.0,3.13,3.24,20.0,20.0,3.7,3.72,17.0,16.0,3.73,3.91,24.0,24.0
ВИДИН,СУ Цар Симеон Велики,4.59,4.442,69.0,71.0,3.83,3.938,67.0,67.0,3.91,3.785,58.0,58.0,4.47,4.67,57.0,57.0,4.24,4.48,49.0,50.0
ВРАЦА,Профилирана ЕГ Йоан Екзарх,4.67,4.72,108.0,108.0,4.22,4.294,101.0,100.0,4.45,4.662,83.0,83.0,4.69,5.19,50.0,50.0,4.65,5.02,46.0,46.0
ВРАЦА,ПГ Димитраки Хаджитошин,3.71,3.92,8.0,5.0,2.87,4.132,18.0,15.0,2.71,3.12,11.0,8.0,3.36,3.66,15.0,13.0,3.22,3.39,16.0,15.0
ВРАЦА,ПГ по търговия и ресторантьорство,3.82,4.741,62.0,58.0,2.82,4.232,64.0,58.0,3.18,4.103,49.0,47.0,3.48,3.55,68.0,14.0,3.43,3.64,62.0,10.0
ВРАЦА,ППМГ Акад. Иван Ценов,5.19,5.07,128.0,130.0,4.9,5.008,128.0,131.0,4.99,4.628,150.0,150.0,5.01,5.13,151.0,151.0,4.93,5.09,164.0,164.0
ВРАЦА,Спортно у-ще Св. Климент Охридски,3.68,5.31,26.0,20.0,2.77,5.3,27.0,21.0,3.05,5.07,41.0,39.0,3.42,3.84,37.0,34.0,3.56,3.74,41.0,40.0
ВРАЦА,СУ Васил Кънчов,4.6,4.215,24.0,24.0,4.34,4.384,25.0,26.0,4.11,3.655,20.0,20.0,4.04,4.46,51.0,39.0,4.55,4.32,47.0,47.0
ВРАЦА,СУ Козма Тричков,4.54,4.209,26.0,26.0,3.83,3.841,24.0,24.0,4.03,3.774,21.0,21.0,4.02,4.48,50.0,48.0,4.14,4.55,51.0,51.0
ВРАЦА,СУ Никола Войводов,4.16,4.257,20.0,19.0,3.96,4.58,25.0,25.0,4.28,5.55,23.0,23.0,4.23,4.48,21.0,21.0,3.93,4.05,23.0,23.0
ВРАЦА,СУ Отец Паисий,3.99,3.631,20.0,20.0,3.17,4.65,16.0,13.0,3.67,4.515,25.0,25.0,4.18,4.2,26.0,26.0,3.84,3.85,29.0,29.0
ВРАЦА,СУ Христо Ботев,4.9,5.147,49.0,49.0,4.63,4.685,50.0,51.0,4.42,4.191,68.0,68.0,4.68,5.2,74.0,74.0,4.77,5.08,74.0,75.0
ВРАЦА,Професионална техническа гимназия,3.8,4.21,95.0,78.0,3.18,4.16,96.0,85.0,3.48,4.36,49.0,42.0,3.49,4.01,59.0,17.0,3.64,4.24,60.0,23.0
ГАБРОВО,Национална априловска гимназия,5.2,5.125,128.0,128.0,4.75,4.93,128.0,128.0,4.81,4.974,123.0,123.0,5.05,5.25,126.0,126.0,5.29,5.35,125.0,125.0
ГАБРОВО,ПГ по туризъм Пенчо Семов,3.81,4.395,86.0,81.0,3.23,4.1,84.0,75.0,3.16,3.75,58.0,54.0,3.79,4.23,87.0,43.0,3.97,4.0,71.0,21.0
ГАБРОВО,ПМГ Акад. Иван Гюзелев,5.12,5.325,96.0,98.0,4.65,4.802,102.0,105.0,4.63,4.361,96.0,96.0,4.97,5.14,102.0,102.0,5.16,5.27,104.0,104.0
ГАБРОВО,СУ Отец Паисий,3.73,4.42,26.0,23.0,3.22,4.26,31.0,25.0,3.15,4.15,18.0,18.0,3.43,3.69,22.0,20.0,4.05,4.19,13.0,13.0
ГАБРОВО,СУ Райчо Каролев,3.57,3.939,11.0,11.0,3.2,3.45,15.0,14.0,3.3,3.19,26.0,26.0,3.46,3.69,23.0,22.0,3.73,3.62,16.0,16.0
ГАБРОВО,Професионална техническа гимназия,3.77,4.362,120.0,113.0,3.37,4.068,99.0,88.0,3.26,4.25,86.0,86.0,3.83,4.24,112.0,91.0,3.79,4.07,100.0,92.0
ДОБРИЧ,ЕГ Гео Милев,5.15,5.202,125.0,127.0,4.8,4.924,151.0,151.0,4.83,5.161,143.0,144.0,5.11,5.26,128.0,129.0,5.26,5.45,143.0,143.0
ДОБРИЧ,Професионална гимназия по аграрно стопанство,3.09,4.385,26.0,16.0,2.46,3.305,35.0,25.0,2.23,3.491,35.0,33.0,3.25,2.97,32.0,1.0,3.34,5.45,29.0,2.0
ДОБРИЧ,ПГ по ветеринарна медицина,3.63,4.12,32.0,30.0,3.35,3.73,27.0,25.0,3.27,3.68,18.0,19.0,3.84,3.95,23.0,23.0,3.66,4.05,26.0,21.0
ДОБРИЧ,ПГ по техника и строителство,3.66,3.621,17.0,17.0,3.26,3.163,16.0,17.0,2.77,3.793,15.0,16.0,3.24,3.07,10.0,2.0,3.22,2.84,22.0,1.0
ДОБРИЧ,"ПГ по транспорт, обслужване и лека промишленост",3.37,4.59,14.0,23.0,2.65,4.44,24.0,27.0,2.05,3.71,22.0,26.0,3.0,2.62,54.0,1.0,3.14,,22.0,
ДОБРИЧ,ПГ по туризъм П. К. Яворов,3.37,4.676,66.0,48.0,2.88,4.73,66.0,49.0,2.72,4.78,59.0,58.0,3.49,,82.0,,3.63,,84.0,
ДОБРИЧ,ПМГ Иван Вазов,4.31,4.238,57.0,62.0,4.29,4.084,78.0,81.0,3.84,3.493,61.0,61.0,4.47,4.88,74.0,74.0,4.68,4.9,47.0,48.0
ДОБРИЧ,Спортно у-ще Георги Раковски,2.95,4.19,15.0,13.0,3.01,3.54,16.0,14.0,2.3,4.12,11.0,10.0,3.25,3.54,19.0,2.0,3.23,3.29,17.0,14.0
ДОБРИЧ,СУ Димитър Талев,4.76,4.61,23.0,24.0,4.01,4.005,25.0,26.0,3.88,4.02,20.0,20.0,4.18,4.53,42.0,42.0,3.92,4.23,36.0,36.0
ДОБРИЧ,СУ Св. Св. Кирил и Методий,4.4,4.244,48.0,47.0,4.0,4.073,26.0,26.0,3.83,3.894,31.0,31.0,4.48,4.98,25.0,25.0,4.26,4.57,54.0,54.0
ДОБРИЧ,СУ Св. Климент Охридски,4.58,4.826,70.0,68.0,4.15,4.631,62.0,66.0,4.38,4.428,50.0,49.0,4.9,4.82,42.0,42.0,4.41,4.44,59.0,59.0
ДОБРИЧ,СУ Любен Каравелов,4.04,4.13,25.0,25.0,2.8,3.015,26.0,28.0,3.35,2.765,21.0,21.0,3.61,4.12,19.0,19.0,4.08,4.2,18.0,18.0
ДОБРИЧ,СУ Петко Рачов Славейков,4.55,4.434,26.0,26.0,3.94,4.035,21.0,21.0,4.3,4.351,27.0,27.0,4.19,4.81,23.0,21.0,4.64,4.82,17.0,19.0
ДОБРИЧ,Финансово-стопанска гимназия,4.38,5.142,79.0,76.0,3.96,5.29,103.0,102.0,3.8,4.63,94.0,94.0,4.2,4.53,77.0,36.0,4.32,4.3,92.0,69.0
ДОБРИЧ,ЧСУ Леонардо да Винчи,4.65,5.357,8.0,8.0,4.51,4.534,5.0,5.0,3.85,3.443,3.0,3.0,4.76,4.94,6.0,6.0,4.55,4.48,5.0,5.0
ДОБРИЧ,ЧПГ Райко Цончев,4.56,4.584,27.0,27.0,4.46,4.985,14.0,14.0,4.93,4.82,7.0,7.0,5.15,5.26,8.0,8.0,4.96,4.63,5.0,5.0
КЪРДЖАЛИ,ЕГ Христо Ботев,5.37,4.954,152.0,154.0,4.76,4.832,179.0,180.0,4.85,4.548,173.0,173.0,5.03,4.92,176.0,176.0,5.09,5.08,166.0,165.0
КЪРДЖАЛИ,ПГ Васил Левски,2.75,4.23,3.0,2.0,2.0,3.57,5.0,4.0,2.46,3.66,5.0,3.0,3.0,,8.0,,2.84,,6.0,
КЪРДЖАЛИ,ПГ по електротехника и електроника,3.34,4.062,51.0,37.0,3.27,4.6,56.0,47.0,2.72,4.099,35.0,36.0,3.38,3.59,40.0,43.0,3.24,3.53,29.0,28.0
КЪРДЖАЛИ,ПГ по икономика,3.83,4.68,117.0,102.0,3.32,4.78,88.0,74.0,3.7,4.97,70.0,67.0,3.99,4.19,117.0,11.0,3.56,3.14,104.0,13.0
КЪРДЖАЛИ,ПГ по облекло и дизайн,2.26,3.58,11.0,9.0,2.0,3.48,7.0,8.0,2.15,3.71,14.0,10.0,2.69,,6.0,,2.57,,9.0,
КЪРДЖАЛИ,ПГ по селско и горско стопанство,3.41,4.44,19.0,13.0,2.44,3.64,26.0,16.0,2.47,3.67,20.0,12.0,2.85,2.79,32.0,3.0,2.76,2.83,29.0,6.0
КЪРДЖАЛИ,ПГ по строителство,3.19,3.52,21.0,15.0,3.0,3.64,23.0,23.0,2.76,4.47,14.0,10.0,3.12,2.9,21.0,10.0,3.25,3.33,22.0,17.0
КЪРДЖАЛИ,ПГ по туризъм,2.93,3.904,52.0,33.0,2.45,3.923,47.0,38.0,2.51,3.462,41.0,33.0,3.09,4.41,59.0,1.0,3.02,2.38,71.0,3.0
КЪРДЖАЛИ,СУ Владимир Димитров - Майстора,3.83,3.359,22.0,21.0,3.34,3.576,28.0,26.0,2.42,2.12,12.0,12.0,3.08,,1.0,,3.8,4.01,8.0,8.0
КЪРДЖАЛИ,СУ Йордан Йовков,3.74,3.855,57.0,61.0,3.18,3.318,63.0,63.0,2.78,2.918,54.0,50.0,3.33,3.76,29.0,27.0,3.19,3.65,50.0,51.0
КЪРДЖАЛИ,СУ Отец Паисий,4.7,4.78,105.0,107.0,4.16,4.404,81.0,87.0,4.17,3.758,75.0,75.0,4.09,4.48,75.0,74.0,3.96,4.13,77.0,76.0
КЪРДЖАЛИ,СУ Петко Рачов Славейков,4.69,4.426,109.0,111.0,4.32,4.106,103.0,106.0,4.31,3.804,102.0,102.0,4.94,5.05,78.0,78.0,4.7,4.74,93.0,93.0
КЮСТЕНДИЛ,ЕГ Д-р Петър Берон,5.07,5.005,81.0,84.0,4.42,4.27,83.0,83.0,4.49,4.622,106.0,106.0,4.5,4.95,57.0,57.0,4.86,5.09,77.0,77.0
